18,Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,2,neutral
20,It 's everything you 'd expect -- but nothing more .,2,neutral
24,That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,2,neutral
25,The plot is romantic comedy boilerplate from start to finish .,2,neutral
26,"It arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .",2,neutral
27,A film that clearly means to preach exclusively to the converted .,2,neutral
30,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .",2,neutral
31,Nothing more than a run-of-the-mill action flick .,2,neutral
33,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",2,neutral
34,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",2,neutral
35,"Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .",2,neutral
45,"Fortunately , you still have that option .",2,neutral
52,"Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .",2,neutral
74,Reeks of rot and hack work from start to finish .,2,neutral
78,"Swimfan , like Fatal Attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .",2,neutral
83,The Pianist lacks the quick emotional connections of Steven Spielberg 's Schindler 's List .,2,neutral
91,It 's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,2,neutral
99,"It 's not a particularly good film , but neither is it a monsterous one .",2,neutral
100,Tsai may be ploughing the same furrow once too often .,2,neutral
103,"Massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history .",2,neutral
108,The narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys .,2,neutral
111,"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .",2,neutral
116,"But when it does , you 're entirely unprepared .",2,neutral
122,Absorbing character,2,neutral
124,It 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .,2,neutral
129,A brilliant gag at the expense of those who paid for it and those who pay to see it .,2,neutral
144,Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .,2,neutral
149,"Because Eight Legged Freaks is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s , the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .",2,neutral
163,"As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death .",2,neutral
164,You bet there is and it 's what makes this rather convoluted journey worth taking .,2,neutral
168,A well-made but emotionally scattered film whose hero gives his heart only to the dog .,2,neutral
169,"Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie improved .",2,neutral
173,"Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .",2,neutral
174,Charming and funny -LRB- but ultimately silly -RRB- movie .,2,neutral
175,"... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .",2,neutral
185,"At a brief 42 minutes , we need more X and less blab .",2,neutral
186,The Spalding Gray equivalent of a teen gross-out comedy .,2,neutral
189,The result might look like Vulgar .,2,neutral
195,"Though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .",2,neutral
200,The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .,2,neutral
203,Being latently gay and liking to read are hardly enough .,2,neutral
209,"... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",2,neutral
215,Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,2,neutral
229,"Jolting into Charleston rhythms , the story has the sizzle of old news that has finally found the right vent -LRB- accurate ?",2,neutral
230,Or both .,2,neutral
231,"Williams plays Sy , another of his open-faced , smiling madmen , like the killer in Insomnia .",2,neutral
244,Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .,2,neutral
261,A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .,2,neutral
266,... a preachy parable stylized with a touch of John Woo bullet ballet .,2,neutral
267,Proves that some movie formulas do n't need messing with -- like the big-bug movie .,2,neutral
268,"An uplifting , largely bogus story .",2,neutral
274,"Screenwriter Chris ver Weil 's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability .",2,neutral
278,A mildly enjoyable if toothless adaptation of a much better book .,2,neutral
283,I was sent a copyof this film to review on DVD .,2,neutral
291,Got a David Lynch jones ?,2,neutral
292,Earnest and tentative even when it aims to shock .,2,neutral
295,What puzzles me is the lack of emphasis on music in Britney Spears ' first movie .,2,neutral
296,The filmmakers might want to look it up .,2,neutral
305,Buy popcorn .,2,neutral
306,A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .,2,neutral
308,"-LRB- Allen 's -RRB- been making piffle for a long while , and Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now .",2,neutral
314,"Ultimately , clarity matters , both in breaking codes and making movies .",2,neutral
316,Proves mainly that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts .,2,neutral
319,There is more than one joke about putting the toilet seat down .,2,neutral
320,has -RRB-,2,neutral
323,"If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .",2,neutral
327,"A guilty pleasure at best , and not worth seeing unless you want to laugh at it .",2,neutral
330,` Hey Arnold ! ',2,neutral
332,"The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a mere story point of view , the film 's ice cold .",2,neutral
337,The filmmaker 's heart is in the right place ...,2,neutral
342,"With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .",2,neutral
347,"... a ho-hum affair , always watchable yet hardly memorable .",2,neutral
349,"Though uniformly well acted , especially by young Ballesta and Galan -LRB- a first-time actor -RRB- , writer\/director Achero Manas 's film is schematic and obvious .",2,neutral
350,"When you resurrect a dead man , Hard Copy should come a-knocking , no ?",2,neutral
351,"If the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic Heaven will quite likely be more like hell .",2,neutral
352,"It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive .",2,neutral
353,"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",2,neutral
357,"They 're going through the motions , but the zip is gone .",2,neutral
358,"The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .",2,neutral
359,"Not as good as the original , but what is ...",2,neutral
364,Resident Evil is what comes from taking John Carpenter 's Ghosts of Mars and eliminating the beheadings .,2,neutral
373,Less front-loaded and more shapely than the two-hour version released here in 1990 .,2,neutral
387,"`` Feardotcom '' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker .",2,neutral
393,"In this film , Aussie David Caesar channels the not-quite-dead career of Guy Ritchie .",2,neutral
396,Would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?,2,neutral
401,A porn film without the sex scenes .,2,neutral
402,The movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength .,2,neutral
407,"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .",2,neutral
410,Hilarious musical comedy though stymied by accents thick as mud .,2,neutral
413,Bearable .,2,neutral
432,Paul Bettany playing Malcolm McDowell ?,2,neutral
433,"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus .",2,neutral
434,Veterans of the dating wars will smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures .,2,neutral
442,"Mana gives us compelling , damaged characters who we want to help -- or hurt .",2,neutral
447,The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge,2,neutral
448,"What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .",2,neutral
450,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?,2,neutral
451,Ca n't seem to get anywhere near the story 's center .,2,neutral
455,Maelstrom is a deliberately unsteady mixture of stylistic elements .,2,neutral
461,"In some ways , Lagaan is quintessential Bollywood .",2,neutral
