1,"A series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .",1,negative
3,"Even fans of Ismail Merchant 's work , I suspect , would have a hard time sitting through this one .",1,negative
5,Aggressive self-glorification and a manipulative whitewash .,1,negative
7,"Narratively , Trouble Every Day is a plodding mess .",1,negative
9,But it does n't leave you with much .,1,negative
10,You could hate it for the same reason .,1,negative
11,"There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .",1,negative
12,"Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .",1,negative
19,As inept as big-screen remakes of The Avengers and The Wild Wild West .,1,negative
23,It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,1,negative
28,"While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .",1,negative
29,The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,1,negative
32,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0,negative
36,"They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .",1,negative
37,It almost feels as if the movie is more interested in entertaining itself than in amusing us .,1,negative
38,The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . ',0,negative
41,"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",0,negative
44,This 100-minute movie only has about 25 minutes of decent material .,1,negative
48,"I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .",1,negative
51,"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .",1,negative
53,"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .",0,negative
54,"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .",0,negative
57,Run for your lives !,0,negative
61,"The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .",1,negative
63,Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered .,1,negative
66,Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .,0,negative
68,It 's like a drive-by .,1,negative
71,"But it has an ambition to say something about its subjects , but not a willingness .",1,negative
75,Plays like a series of vignettes -- clips of a film that are still looking for a common through-line .,1,negative
76, ,1,negative
77,The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .,1,negative
79,This is a heartfelt story ... it just is n't a very involving one .,1,negative
86,"Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter .",1,negative
