2,"This quiet , introspective and entertaining independent is worth seeking .",4,positive
4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",3,positive
6,A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .,4,positive
8,"The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",3,positive
13,The performances are an absolute joy .,4,positive
14,Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,3,positive
15,"I still like Moonlight Mile , better judgment be damned .",3,positive
16,"A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .",3,positive
17,"a bilingual charmer , just like the woman who inspired it",3,positive
21,"Best indie of the year , so far .",4,positive
22,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .",3,positive
39,"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .",3,positive
40,So could young romantics out on a date .,3,positive
42,Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .,3,positive
43,"If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",4,positive
46,Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .,3,positive
47,As tricky and satisfying as any of David Mamet 's airless cinematic shell games .,3,positive
49,Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,4,positive
50,"Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .",4,positive
55,"Perhaps it 's cliche to call the film ` refreshing , ' but it is .",4,positive
56,Both lead performances are Oscar-size .,4,positive
58,Mark Pellington 's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .,3,positive
59,"Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .",3,positive
60,Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies into a smart new comedy .,3,positive
62,"But arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .",3,positive
64,The characters are more deeply thought through than in most ` right-thinking ' films .,3,positive
65,"The film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .",3,positive
67,"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .",4,positive
69,"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title .",3,positive
70,A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .,3,positive
72,-LRB- Scherfig -RRB- has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .,3,positive
73,-LRB- An -RRB- absorbing documentary .,3,positive
80,"An unsettling , memorable cinematic experience that does its predecessors proud .",4,positive
81,"All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .",3,positive
82,"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American .",3,positive
84,"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",3,positive
85,"Tells a fascinating , compelling story .",4,positive
87,"Highly recommended viewing for its courage , ideas , technical proficiency and great acting .",4,positive
88,"In IMAX in short , it 's just as wonderful on the big screen .",4,positive
89,It shows us a slice of life that 's very different from our own and yet instantly recognizable .,3,positive
